,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038,0.0038
1,0.007935046315399284,0.007991110714288943,0.008103577996815735,0.008273134720959367,0.008500777379253937,0.00878777804485169,0.00913563895137828,0.009546038499123543,0.0100207706752951,0.01056168003641806,0.011170594562720888,0.0118492587866208,0.012599269600477444,0.013422017053351911,0.014318632248741733,0.015289944156674251,0.01633644676267601,0.017458277510889512,0.018655207484473454,0.019926643219641313
2,0.018703882842403943,0.018769427884358866,0.018900503575230897,0.019097078939833294,0.019359104325516085,0.01968650744840027,0.020079188293413038,0.020537012916996965,0.021059806249557472,0.021647344009035827,0.022299343843991702,0.023015455826804365,0.023795252415907703,0.024638218001241614,0.025543738140490213,0.02651108858670497,0.027539424202448683,0.028627767853443165,0.029774999375901494,0.030979844710450507
3,0.029506020707236274,0.029566651798328937,0.029687840311293668,0.029869434014019498,0.0301112045953779,0.030412846775998547,0.03077397753121258,0.031194135295182505,0.03167277920702352,0.03220928849457275,0.032802962108605366,0.033453018730897136,0.034158597283383475,0.03491875806024335,0.03573248458737509,0.03659868628492667,0.03751620198040839,0.03848380433697139,0.03950020544896994,0.04056406452886034
4,0.0392087898056611,0.03926266698853482,0.039370365048282216,0.039531768258024916,0.039746704676465454,0.04001494738124299,0.04033621637185517,0.040710180994523185,0.04113646287612777,0.041614639369024216,0.042144247510667136,0.04272478850153588,0.04335573270401898,0.04403652516507883,0.04476659166879701,0.045545345336456405,0.046372193827167354,0.04724654729864358,0.04816782760260614,0.04913548008524127
5,0.048001356141032764,0.04805154751490777,0.04815190919314712,0.04830239805803224,0.04850295053452367,0.0487534836244137,0.04905389636785881,0.04940407166596825,0.04980387844715918,0.05025317416425105,0.05075180760836331,0.0512996220220355,0.051896458486530656,0.05254215954533561,0.05323657300611383,0.0539795558361261,0.05477097802883272,0.055610726256784114,0.056498706983575876,0.05743484835666675
6,0.05642564480355689,0.056474960571284205,0.056573592733256454,0.05672154276903264,0.056918813379860225,0.057165409074675794,0.057461336948057926,0.05780660765178383,0.058201236560082706,0.05864524512635112,0.0591386624224591,0.05968152683732569,0.060273887885471125,0.06091580803676116,0.06160736442939672,0.062348650286161045,0.06313977585827049,0.06398086884096735,0.06487207452978966,0.06581355656619763
7,0.06484518149993376,0.06489512867228871,0.06499503391438642,0.06514491980008102,0.06534482033064593,0.06559478124738008,0.06589486039792661,0.06624512818414548,0.06664566809267057,0.06709657730452931,0.06759796737557164,0.06814996497138125,0.06875271262637249,0.06940636947482355,0.07011111187171032,0.07086713379092388,0.07167464688610112,0.07253388020469687,0.07344507995635702,0.07440851089973906
8,0.07343742191526303,0.0734886771000553,0.07359120278814829,0.07374503062539757,0.07395020805200382,0.07420679846784783,0.07451488137695121,0.07487455254597443,0.07528592417455422,0.07574912507265655,0.07626430084429184,0.07683161408631596,0.07745124462430898,0.07812338981893208,0.07884826497159704,0.0796261038131723,0.0804571589471428,0.0813417019515126,0.08228002279815878,0.08327242897813757
9,0.08227858946728331,0.08233142160498395,0.08243710274043194,0.08259566767169774,0.08280716848167385,0.0830716746258147,0.08338927297383682,0.08376006785030779,0.08418418107812964,0.08466175202395185,0.0851929376443834,0.08577791253483166,0.08641686898891116,0.0871100170830198,0.08785758479924678,0.08865981817489452,0.0895169814057416,0.09042935674762287,0.09139724400166703,0.09242095912865209
10,0.09139667211938546,0.09145115664411092,0.09156014273647856,0.09172366556190711,0.09194177772659184,0.09221454933401978,0.09254206798391135,0.09292443875941107,0.09336178420765519,0.09385424431423615,0.09440197647110254,0.09500515543712408,0.09566397329041836,0.09637863937144969,0.09714938021582516,0.09797643947560787,0.09886007782784084,0.0998005728688511,0.10079821899277218,0.1018533272524638
11,0.10079413942655838,0.10085025900292265,0.10096251469459805,0.10113094062025711,0.10135558780230211,0.10163652420050766,0.10197383468312507,0.10236762098024722,0.10281800162478766,0.10332511188198701,0.10388910366741423,0.10451014545311722,0.10518842216142665,0.10592413504582128,0.10671750155819701,0.10756875520184395,0.10847814536941877,0.10944593716520225,0.11047241121094782,0.11155786343464213
12,0.11046409626095909,0.11052178053614144,0.110637164724953,0.11081028108435076,0.11104117784207798,0.11132991921581452,0.1116765853689968,0.11208127234570422,0.11254409198972928,0.11306517184877957,0.113644655063897,0.1142827002439203,0.11497948132470638,0.11573518741276236,0.1165500226128989,0.11742420583948765,0.11835797061090036,0.1193515648267246,0.12040525052740365,0.12151930363605568
13,0.12039180647524898,0.12045095585201439,0.12056926911477601,0.12074677618825126,0.12098352180529788,0.12127956551523417,0.12163498163033254,0.12204985914988882,0.12252430166669713,0.12305842725690089,0.12365236835340744,0.12430627160282545,0.12502029770580164,0.1257946212405925,0.12662943046968755,0.12752492712929706,0.12848132620152983,0.1294988556691303,0.13057775625273016,0.13171828113072614
14,0.13055870405095468,0.13061920218386458,0.13074021170766587,0.13092175996414313,0.13116388781911786,0.1314666496629638,0.13183011335232583,0.13225436012910144,0.13273948452116435,0.13328559422579356,0.13389280997606673,0.13456126539027885,0.13529110680437345,0.13608249308734183,0.13693559543951403,0.13785059717363982,0.13882769347862026,0.13986709116570736,0.14096900839693868,0.14213367439553065
